video_id,username,views
a542899083,athenelive,195
a494489197,athenelive,107
a521587008,athenelive,143
a455864446,athenelive,448
a518955183,athenelive,141
a532004046,athenelive,122
a373026160,athenelive,220
a375691736,athenelive,194
a540888621,athenelive,22
a488146101,athenelive,583
a546533792,athenelive,247
a412932336,athenelive,2353
a418885666,athenelive,930
a487371604,athenelive,110
a385697772,athenelive,244
a390620927,athenelive,157
a403918801,athenelive,369
a365684545,athenelive,108
a526137896,athenelive,75
a524516751,athenelive,141
a481418573,athenelive,556
a487148075,athenelive,136
a383485873,athenelive,40228
a508484949,athenelive,122
a431845839,athenelive,401
a501826913,athenelive,136
a512766083,athenelive,129
a541095290,athenelive,33
a540520484,athenelive,260
a494485786,athenelive,19
a494455493,athenelive,11
a377794625,athenelive,172
a553797764,athenelive,306
a513376683,athenelive,39
a367310927,athenelive,196
a413401266,athenelive,1307
a479876061,athenelive,77
a485389556,athenelive,244
a476669970,athenelive,444
a365280878,athenelive,257
a495729399,athenelive,137
a488773718,athenelive,45
a483590200,athenelive,138
a454971883,athenelive,490
a532151979,athenelive,66
a383059467,athenelive,587
a399958733,athenelive,291
a489187072,athenelive,73
a509862298,athenelive,112
a551425304,athenelive,2054
a498728229,athenelive,740
a487765784,athenelive,24
a488403982,athenelive,155
a541967174,athenelive,102
a488250473,athenelive,35
a484412067,athenelive,77
a487895798,athenelive,106
a423274552,athenelive,265
a487998421,athenelive,77
a516490003,athenelive,176
a453216407,athenelive,404
a534369628,athenelive,178
a382236189,athenelive,353
a443127018,athenelive,557
a456790348,athenelive,312
a504989453,athenelive,178
a531799976,athenelive,132
a369111007,athenelive,123
a374650851,athenelive,143
a533657435,athenelive,216
a405510427,athenelive,360
a498170444,athenelive,161
a376718028,athenelive,717
a371559142,athenelive,119
a437676766,athenelive,429
a516297409,athenelive,7
a366383886,athenelive,266
a388715010,athenelive,345
a363952108,athenelive,386
a480755457,athenelive,593
a552783910,athenelive,264
a371625917,athenelive,191
a504212253,athenelive,186
a510414017,athenelive,98
a494459831,athenelive,13
